,id,name,host_id,host_name,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,calculated_host_listings_count,availability_365
18014,46522743,explore cape town from an artistic loft,376255902,jenny,ward 115,-33.92472,18.41353,entire home/apt,1016.0,2.0,3,1,332
18015,46523670,spacious elegance @ 602 rockwell luxury suites,365751375,mario,ward 115,-33.91468,18.41798,entire home/apt,763.0,1.0,5,4,310
18016,46524108,whale and dolphin view,229950528,lars,ward 64,-34.12156,18.45324,private room,450.0,3.0,0,1,175
18017,46528256,"room in beautiful farm-like setting, gordon's bay",42528522,hanna,ward 100,-34.13064,18.8995,private room,750.0,1.0,3,5,340
18018,46528277,self catering,262280761,michael,ward 107,-33.80505,18.49758,entire home/apt,550.0,4.347008278319187,0,1,365
18019,46535975,luxury b&b double bedroom with private entrance and bathroom in capetown.,201740461,your.rentals,ward 113,-33.81146,18.51723,private room,3557.0,1.0,0,11,363
18020,46536296,"bali cove, private penthouse on camps bay beach",2701232,premier letting,ward 54,-33.95936,18.37723,entire home/apt,7273.0,14.0,0,1,0
18021,46537475,super modern studio apartment with pool and gym,222404765,janene,ward 115,-33.92677,18.44715,entire home/apt,526.0,2.0,19,1,47
18022,46537506,gorgeous gardens in peaceful paradise studio,236472996,saige,ward 115,-33.92795,18.41417,entire home/apt,728.0,2.0,2,31,306
18023,46538670,5th floor apartment with sea views,376360899,jarrad,ward 54,-33.91199,18.39003,entire home/apt,3000.0,14.0,0,1,18
18024,46539394,"central & quiet, self-catering 2 bed apartment",3836115,shanna,ward 55,-33.90857,18.48424,entire home/apt,468.0,1.0,6,4,351
18025,46539989,"central modern mutual heights, historic building !",259343503,primrose,ward 115,-33.92326,18.422,entire home/apt,774.0,2.0,4,39,365
18026,46540023,stylish 2 bedroom 2 bathroom blouberg apartment,2516345,jaco,ward 23,-33.81643,18.47596,entire home/apt,887.0,3.0,1,63,356
18027,46540192,steenberg luxury suite set on constantia estate,23490740,suzanne,ward 71,-34.05241,18.4385,private room,4169.0,1.0,0,7,1
18028,46540515,humewood villa guesthouse - red room,111115160,sandra,ward 107,-33.80662,18.49902,private room,800.0,1.0,0,2,365
18029,46540564,the gate house - 4 sleeper,369648182,frankie,ward 74,-34.02537,18.37301,entire home/apt,2000.0,1.0,1,2,301
18030,46540614,meerlust queen room set on sweeping estate,23490740,suzanne,ward 71,-34.05053,18.43973,private room,3320.0,1.0,0,7,300
18031,46540775,"idyllic: townhouse, garden & views, somerset west",331870052,kenred,ward 15,-34.06318,18.83907,entire home/apt,1200.0,2.0,1,1,138
18032,46541217,constantia double suite on large private estate,23490740,suzanne,ward 71,-34.05095,18.44037,private room,2934.0,1.0,0,7,300
18033,46541610,deluxe two bedroom v&a waterfront,40101017,african elite properties,ward 115,-33.91085,18.41994,entire home/apt,6114.0,2.0,0,20,26
18034,46542146,2bedroom apartment,376379041,leo,ward 2,-33.89483,18.60048,entire home/apt,1500.0,7.0,0,1,0
18035,46545857,kalk bay cottage in the heart of kalk bay,376402132,charmaine,ward 64,-34.12533,18.44982,entire home/apt,1100.0,1.0,6,1,86
18036,46549738,you can be away from home with your own apartment,376435745,mike,ward 5,-33.8628,18.53644,private room,550.0,2.0,0,1,0
18037,46553847,spacious private room and own bathroom,367392560,stephanie laura verity,ward 73,-34.03455,18.46259,private room,400.0,1.0,1,1,329
18038,46554719,secure and cosy blouberg buzz beachfront studio,373914471,ros,ward 23,-33.81457,18.47385,entire home/apt,600.0,1.0,0,2,365
18039,46555259,"a charming hideaway in northpine, brackenfell",175401080,eric,ward 7,-33.87539,18.71919,private room,400.0,1.0,0,1,365
18040,46555545,two bedroom apartment in vibrante de waterkant,201740461,your.rentals,ward 77,-33.91499,18.41457,entire home/apt,1227.0,1.0,0,11,351
18041,46556519,8 wattle street mini,3993139,monique,ward 70,-33.88412,18.60494,entire home/apt,250.0,2.0,0,2,28
18042,46556586,lovely 1 bedroom to rent in my home,54756438,paul,ward 2,-33.88699,18.58375,private room,450.0,1.0,0,1,270
18043,46556832,newberry lane river studio flat with deck,18299561,barry,ward 59,-33.9736,18.45727,private room,664.0,2.0,0,2,365
18044,46557293,tiny home in the winelands,224957094,amerae,ward 84,-34.07892,18.86133,entire home/apt,650.0,2.0,0,1,83
18045,46558136,noordhoek chalet,153778095,julie,ward 69,-34.12135,18.38701,entire home/apt,1350.0,2.0,0,2,3
18046,46558854,cosy cottage in newlands,257734440,helle,ward 59,-33.97296,18.45377,entire home/apt,1610.0,2.0,1,61,53
18047,46559942,1701 - dark glamor with free parking,9669737,charmaine,ward 115,-33.92304,18.42143,entire home/apt,1098.0,1.0,22,9,332
18048,46560183,bloubergstrand holiday apartment to rent,242434145,lionel,ward 107,-33.82551,18.47844,entire home/apt,3000.0,2.0,0,1,89
18049,46561829,"modern 1 bedroom apartment, great location ct buzz",341955084,anas,ward 115,-33.91041,18.41498,entire home/apt,920.0,4.0,2,2,54
18050,46562867,suite ruby tuesday - capri,376522163,louise,ward 69,-34.1326,18.38688,entire home/apt,559.0,2.0,2,1,176
18051,46570532,lux stay on the marina with ocean views,33564278,tyron,ward 115,-33.90133,18.4125,entire home/apt,3600.0,4.0,0,1,0
18052,46571145,"quite security estate, extremely private and safe",48543544,hennie,ward 112,-33.83112,18.63542,entire home/apt,993.0,5.0,1,1,263
18053,46573432,quaint mountain view cottage.,376586974,june,ward 71,-34.07791,18.45297,entire home/apt,580.0,1.0,3,1,48
18054,46574851,camps bay villa,61768961,burger,ward 54,-33.95124,18.38302,entire home/apt,5312.0,4.0,1,32,316
18055,46574855,"29 hampstead, claremont",56868851,claydon,ward 58,-33.98727,18.48117,entire home/apt,700.0,2.0,2,1,351
18056,46575270,the lookout,97409432,imraan,ward 64,-34.11818,18.45586,entire home/apt,2750.0,3.0,2,2,331
18057,46575619,gecko lodge,135816291,matthew,ward 64,-34.12933,18.41166,entire home/apt,1050.0,2.0,8,3,173
18058,46576500,newly renovated house in strand next to beach,119770441,johan,ward 83,-34.10548,18.81908,entire home/apt,2500.0,10.0,1,1,40
18059,46577212,modern fully appointed 1 (or 2) bedroom apartment,154572648,paul,ward 115,-33.92774,18.44436,entire home/apt,800.0,3.0,0,2,86
18060,46577371,summer sunsets oceana,13729241,martin & katja,ward 54,-33.9583,18.38099,entire home/apt,1821.0,3.0,4,11,365
18061,46578621,lovely apartment rondebosch,218195689,thonayo,ward 59,-33.96746,18.47048,entire home/apt,496.0,1.0,3,1,178
18062,46582374,green oaks guesthouse - your home from home,376644803,cathy,ward 59,-33.97795,18.46661,entire home/apt,1600.0,7.0,2,1,90
18063,46588953,vista mar 2,131582227,gavin,ward 64,-34.13413,18.41068,entire home/apt,750.0,3.0,2,3,180
18064,46589414,spacious one-bedroom in the heart of sea point.,106641297,heinrich,ward 54,-33.92243,18.38218,entire home/apt,700.0,1.0,2,1,236
18065,46589921,spectacular 6-bedroom masterpiece with 360 views,12729704,christa,ward 54,-33.93159,18.3795,entire home/apt,2405.1203499947605,14.0,0,14,362
18066,46590141,oceana  the one,6269301,lisa,ward 54,-33.95963,18.37961,entire home/apt,1500.0,5.0,0,26,270
18067,46590156,"mountain view room at ocean view house, camps bay",164997733,ocean view house,ward 54,-33.96395,18.37507,private room,2485.0,1.0,1,9,362
18068,46590221,ocean view on the beach,37022438,paul,ward 23,-33.81803,18.47502,entire home/apt,1786.0,2.0,0,4,365
18069,46590323,spacious family home,74443788,steven,ward 57,-33.93503,18.46561,entire home/apt,750.0,14.0,1,1,0
18070,46591629,lovely bedroom with stunning views in shared flat,131441520,anneke,ward 21,-33.87161,18.64191,private room,500.0,1.0,0,1,180
18071,46591632,huge newly refurbished family  home in rondebosch,32189589,joshua and philippa,ward 59,-33.97034,18.47496,entire home/apt,5990.0,7.0,1,7,154
18072,46591837,beautiful apartment with nice views,376707219,lungelwa laurel,ward 1,-33.83739,18.54026,entire home/apt,850.0,2.0,0,1,364
18073,46592153,beach daze,55153022,nic & candy,ward 23,-33.81227,18.47148,entire home/apt,2200.0,2.0,0,7,351
18074,46592354,"stunning, modern & chic house in upper sea point",155925662,monique,ward 54,-33.91215,18.39662,entire home/apt,4950.0,7.0,1,1,0
18075,46592490,brightwater lodge - double room,12168773,gerard,ward 74,-34.04125,18.35176,private room,1200.0,1.0,0,4,362
18076,46592491,brightwater lodge - double room (twin),12168773,gerard,ward 74,-34.04106,18.35165,private room,1200.0,1.0,0,4,362
18077,46592492,brightwater lodge - family room  (3 beds),12168773,gerard,ward 74,-34.04115,18.35214,private room,1200.0,1.0,0,4,365
18078,46592493,brightwater lodge - apartment,12168773,gerard,ward 74,-34.04155,18.35037,private room,1400.0,1.0,0,4,1
18079,46592866,pilgrim vine: perfect for all your holiday needs!,199898762,pilgrim,ward 15,-34.06762,18.83257,entire home/apt,4500.0,2.0,2,1,180
18080,46593462,family,376717377,siyasanga,ward 107,-33.80257,18.50949,entire home/apt,1500.0,5.0,0,2,9
18081,46593984,family home,376717377,siyasanga,ward 107,-33.80133,18.50957,entire home/apt,1500.0,5.0,1,2,341
18082,46594014,affordable holiday accommodations,376720357,candy,ward 30,-33.91573,18.55566,entire home/apt,341.0,1.0,1,2,365
18083,46594600,cape royale luxury suite,19489828,janine,ward 115,-33.91022,18.41124,entire home/apt,700.0,2.0,2,2,0
18084,46596308,central apartment in greenmarket square,296286738,kylie,ward 115,-33.92189,18.42097,entire home/apt,733.0,2.0,0,40,365
18085,46596907,kloof street gem,366694158,johannes,ward 77,-33.93284,18.40803,entire home/apt,380.0,14.0,2,1,326
18086,46597087,modern & exquisitely renovated cottage,53257929,lynne,ward 54,-33.91836,18.39168,entire home/apt,2500.0,4.0,0,5,178
18087,46597157,abby's place,156186136,elize,ward 100,-34.15825,18.87101,entire home/apt,2076.0,3.0,0,1,90
18088,46597833,luxurious guest suite with magnificent sea views,376595846,caryn,ward 61,-34.16132,18.42825,entire home/apt,1400.0,2.0,3,1,66
18089,46598970,canna lily duplex luxury apartment,205843369,goga,ward 21,-33.85456,18.65272,entire home/apt,1400.0,2.0,0,3,365
18090,46599077,the taj - experience elegance in 5 star setting,35641063,rose,ward 115,-33.9238,18.41896,entire home/apt,1070.0,2.0,4,5,362
18091,46599939,bright and beautiful apartment in prime location,22580657,leah,ward 77,-33.92881,18.40539,entire home/apt,1200.0,7.0,0,2,179
18092,46600747,rose moss luxury room,205843369,goga,ward 21,-33.85371,18.65313,private room,1200.0,2.0,0,3,365
18093,46600915,blue sage luxury room,205843369,goga,ward 21,-33.85497,18.6536,private room,1200.0,2.0,0,3,365
18094,46602339,waterfront. harbor and city views.,328616974,colin,ward 115,-33.91436,18.4254,entire home/apt,2600.0,4.347008278319187,0,1,365
18095,46608540,"chi-chi's beach resort & spa, strand",300274706,debi,ward 83,-34.11498,18.82391,entire home/apt,1150.0,2.0,3,1,180
18096,46609420,spectacular 6 bedroom villa in llandudno,338712815,jason,ward 74,-34.01021,18.34356,entire home/apt,20000.0,4.0,0,1,92
18097,46610382,incredible modern city apartment,29426065,josh,ward 115,-33.92429,18.42426,entire home/apt,690.0,1.0,12,112,354
18098,46610855,"the caravan - modern, cosy 1 bed with great patio",376138511,siobhan,ward 77,-33.93573,18.41404,entire home/apt,600.0,3.0,0,1,0
18099,46610971,24 rosemount - oranjezicht,87234125,evolve,ward 77,-33.94146,18.41442,entire home/apt,1943.0,1.0,0,29,0
18100,46610975,new and stylish modern city apartment,29426065,josh,ward 115,-33.92414,18.42354,entire home/apt,690.0,1.0,12,112,359
18101,46610992,modern penthouse apartment in green point,30960415,haylee,ward 115,-33.91486,18.41789,entire home/apt,1900.0,5.0,1,2,0
18102,46611028,peaceful home in the heart of the farm lands,376828023,shameema,ward 43,-34.02024,18.55386,entire home/apt,950.0,1.0,0,1,365
18103,46611063,"eagles rest - revive body, soul & spirit",232465700,solomon,ward 112,-33.82713,18.66647,private room,750.0,1.0,0,1,180
18104,46611256,"beachouse bungalow (petfriendly)
5 mins walk beach",309202001,michele,ward 61,-34.19979,18.37533,entire home/apt,2200.0,2.0,0,2,0
18105,46612531,beautiful modern city apartment,29426065,josh,ward 115,-33.91896,18.41828,entire home/apt,518.0,1.0,6,112,355
18106,46613422,"st. tropez, 1 bedroom, island club",157590732,stephen,ward 55,-33.8936,18.50647,entire home/apt,800.0,2.0,0,6,329
18107,46614100,"city escape: large 3 bedroom, parking and views!",153416028,leonore,ward 115,-33.92896,18.40974,entire home/apt,1800.0,3.0,2,1,115
18108,46614237,private  (kosher- optional) room/aprt en-suite,32120757,dean,ward 54,-33.91608,18.39393,private room,650.0,2.0,0,2,329
18109,46614240,192 eden on the bay,13333178,nicoline,ward 107,-33.82413,18.48456,private room,2657.0,1.0,0,12,1
18110,46614265,riverside mews,358045800,craig,ward 64,-34.12487,18.44969,private room,1883.0,1.0,0,10,360
18111,46614681,family home in upper claremont,70152199,pippa,ward 59,-33.98891,18.46052,entire home/apt,6000.0,5.0,0,1,0
18112,46615260,10min to blaauwberg beach & durbanville wine route,365463158,mbasa,ward 107,-33.80536,18.50171,entire home/apt,750.0,2.0,2,4,115
18113,46615734,osprey call,321752132,belinda,ward 113,-33.83623,18.50235,private room,300.0,1.0,0,2,329
18114,46616868,table mountain sublime views,307629119,anthea,ward 115,-33.91236,18.41908,entire home/apt,827.0,2.0,6,9,139
18115,46619560,phillas villa,133247032,cheryldine,ward 112,-33.82969,18.67243,entire home/apt,750.0,1.0,0,2,181
18116,46627582,the island club apartments majestic and exclusive,162408733,mario fanuel,ward 55,-33.89205,18.50803,entire home/apt,952.0,21.0,0,2,364
18117,46630643,"god's-casa, me-casa, su-casa with beautiful views",128323867,diana,ward 70,-33.88271,18.61991,entire home/apt,671.0,2.0,1,1,323
18118,46630751,villa nandi - deluxe evita room,376254113,roelof,ward 70,-33.87979,18.60768,private room,800.0,1.0,0,4,294
18119,46630753,villa nandi - marc lottering room,376254113,roelof,ward 70,-33.88094,18.6077,private room,800.0,1.0,0,4,295
18120,46630755,villa nandi - laurika,376254113,roelof,ward 70,-33.88032,18.60622,private room,800.0,1.0,0,4,296
18121,46630757,villa nandi - the emo adams suite,376254113,roelof,ward 70,-33.88049,18.60775,entire home/apt,1000.0,1.0,1,4,294
18122,46631468,villa with panoramic sea views,39494651,martyne,ward 54,-33.9279,18.38511,entire home/apt,5571.0,4.0,0,4,178
18123,46632043,"fantastic sea point studio, sea and mountain views",376947199,patrick,ward 54,-33.91184,18.39269,entire home/apt,699.0,2.0,2,1,171
18124,46632404,luxe green point apartment | 360º panoramic views,376954189,kathrin,ward 115,-33.91037,18.41405,entire home/apt,3600.0,3.0,4,2,216
18125,46632760,penthouse 3-bed near castle of good hope,148189420,chad,ward 115,-33.92811,18.42873,entire home/apt,699.0,6.0,1,7,365
18126,46637974,"single room in upper wynberg, free wifi",376989451,kouame,ward 62,-34.01292,18.46126,private room,200.0,1.0,4,1,0
18127,46638499,modern garden cottage in leafy bergvliet,53140176,tana,ward 73,-34.04241,18.4626,entire home/apt,750.0,3.0,0,1,0
18128,46638501,penthouse 2 bedroom - biscuit mill- apartment,296286738,kylie,ward 57,-33.92993,18.45815,entire home/apt,1099.0,2.0,3,40,266
18129,46638559,105 san michelle apt - on clifton 2nd beach,185884086,paul,ward 54,-33.96204,18.3743,entire home/apt,2790.0,7.0,0,9,364
18130,46639646,"room in beautiful farm-like setting, gordon's bay",42528522,hanna,ward 100,-34.13022,18.90077,private room,750.0,1.0,2,5,342
18131,46641455,blouberg rise family home,63094540,gina,ward 23,-33.81428,18.48342,entire home/apt,2900.0,7.0,0,4,0
18132,46648041,the karina ..cosy relaxing & welcoming,321368734,ikaneng,ward 55,-33.88682,18.49284,entire home/apt,300.0,2.0,4,2,348
18133,46649364,"modern, cosy apartment near city centre",21637712,"loulou, ben and laura",ward 115,-33.92694,18.44364,entire home/apt,616.0,1.0,0,1,85
18134,46649884,"room in beautiful farm-like setting, gordon's bay",42528522,hanna,ward 100,-34.12948,18.89989,private room,750.0,1.0,1,5,342
18135,46650124,"waterfront, safe a secure large apartment",26140159,matthew,ward 115,-33.8998,18.41229,entire home/apt,7000.0,5.0,0,1,364
18136,46650500,"room in beautiful farm-like setting, gordon's bay",42528522,hanna,ward 100,-34.13057,18.90105,private room,750.0,1.0,2,5,342
18137,46650636,stylish de waterkant loft,8108425,anna & bertus,ward 77,-33.91864,18.41719,entire home/apt,1157.0,2.0,6,33,332
18138,46651362,rural farm house on the outskirts of gordon's bay,42528522,hanna,ward 100,-34.12924,18.89915,entire home/apt,4500.0,3.0,0,5,1
18139,46652090,riviera suites - sea point cape town,63117758,lee-anne,ward 54,-33.91665,18.38589,entire home/apt,1800.0,7.0,0,2,115
18140,46653967,charming single en-suite room  in constantia,275245473,alesia,ward 62,-34.02389,18.42486,private room,285.0,2.0,0,6,85
18141,46654403,"vicmor, metres from sea point beachfront",49978043,janine,ward 115,-33.90874,18.39551,entire home/apt,1500.0,4.0,0,11,87
18142,46654741,welterusten guesthouse - green leaves,376719619,johan,ward 83,-34.1117,18.82664,private room,900.0,1.0,0,5,361
18143,46654742,welterusten guesthouse - cottage pie,376719619,johan,ward 83,-34.11151,18.82673,private room,900.0,1.0,0,5,364
18144,46654743,welterusten guesthouse - cosy corner,376719619,johan,ward 83,-34.11318,18.82684,private room,900.0,1.0,1,5,1
18145,46654745,welterusten guesthouse - mountain view,376719619,johan,ward 83,-34.11327,18.82856,private room,1000.0,1.0,0,5,345
18146,46654746,welterusten guesthouse - blue raven,376719619,johan,ward 83,-34.11103,18.82883,private room,450.0,1.0,0,5,364
18147,46654931,vintage glampervan on scenic farm with sea views,81126329,joanna,ward 100,-34.13129,18.8934,entire home/apt,320.0,2.0,2,1,145
18148,46657580,modern retro home in camps bay . prime position!,5345205,julianavermeiren,ward 54,-33.96528,18.37819,entire home/apt,8000.0,6.0,0,1,5
18149,46669417,beautiful modern city apartment,29426065,josh,ward 115,-33.92868,18.42211,entire home/apt,756.0,1.0,0,112,365
18150,46669952,surfers sea loft - empire apartments,217413211,belinda,ward 64,-34.10851,18.46964,entire home/apt,1704.0,2.0,5,25,222
18151,46670114,villa palma camps bay,377195490,adrian,ward 54,-33.95243,18.38377,entire home/apt,15000.0,5.0,0,1,83
18152,46671478,haasendal estate,109924435,yolanda,ward 8,-33.90602,18.70021,entire home/apt,2000.0,2.0,0,6,0
18153,46672467,elegant villa,61768961,burger,ward 115,-33.91674,18.41666,entire home/apt,1546.0,4.0,2,32,90
18154,46672641,sunbird cottage with huge garden & pool,69314113,emma,ward 61,-34.13962,18.33273,entire home/apt,1300.0,3.0,3,1,356
18155,46683812,noordhoek beach cottage,35280861,carol,ward 69,-34.09649,18.35885,entire home/apt,4000.0,2.0,1,1,179
18156,46684123,simonstown (glencairn) seaside 3 bedroom townhouse,96420242,vanya,ward 61,-34.15904,18.43083,entire home/apt,1857.0,3.0,2,1,174
18157,46684272,summer bliss on prime beachfront hotspot,377299974,elsa,ward 83,-34.11126,18.82216,entire home/apt,1700.0,7.0,1,1,0
18158,46684889,tranquil mountain retreat,125583875,michael,ward 74,-34.01373,18.40316,entire home/apt,2200.0,3.0,0,1,178
18159,46685416,peloha cottage - peaceloveharmony,37440646,ryan,ward 74,-34.0261,18.36901,entire home/apt,1100.0,3.0,1,3,238
18160,46685710,scaroborough nature retreat,377307576,kerstin,ward 61,-34.20022,18.38269,entire home/apt,3350.0,4.0,2,3,358
18161,46685918,scarborough nature retreat ecopool,377307576,kerstin,ward 61,-34.20165,18.38164,private room,1950.0,2.0,0,3,365
18162,46686889,scarborough nature retreat hilltop,377307576,kerstin,ward 61,-34.19693,18.37688,private room,2850.0,3.0,1,3,0
18163,46686928,cosy bedroom,377314901,suhail,ward 27,-33.91215,18.54507,private room,400.0,3.0,0,1,180
18164,46688450,sunset on soluta,82220893,michelle,ward 4,-33.85097,18.49088,entire home/apt,2999.0,5.0,0,1,80
18165,46688798,"the old mill, bosting superb elegance",11858790,emma,ward 62,-34.00538,18.46391,entire home/apt,3000.0,3.0,0,13,363
18166,46690034,penthouse apartment in the city centre,354946351,keith,ward 115,-33.93577,18.41325,entire home/apt,4500.0,21.0,0,1,239
18167,46690271,"the foot of table mountain, gardens all close by",188985555,mymona,ward 77,-33.93039,18.43521,private room,350.0,7.0,0,3,1
18168,46690273,the sages' room,6871685,madelein in good company,ward 2,-33.89794,18.61806,private room,300.0,2.0,0,8,361
18169,46690537,"luxury 3 bed 3 bath apartment free wifi, gym, pool",309008452,zeena,ward 55,-33.89037,18.50985,entire home/apt,4500.0,7.0,0,5,364
18170,46691003,upstairs @ the sea,292099579,elrina,ward 83,-34.1129,18.82422,entire home/apt,500.0,2.0,4,1,175
18171,46691296,fully equipped room in modern home,377358893,wesley,ward 113,-33.81096,18.51574,private room,450.0,1.0,0,1,179
18172,46691719,"leisure bay milnerton, beach, views, sunsets......",64649266,roy,ward 55,-33.89489,18.48139,entire home/apt,1250.0,3.0,1,1,88
18173,46692010,affordable beds in awesome location,45512047,clyde,ward 57,-33.93757,18.4719,shared room,122.0,1.0,4,8,109
18174,46692535,"home away from home in safe, secure neighborhood",107237466,shimmer,ward 4,-33.85101,18.51314,private room,350.0,1.0,1,1,0
18175,46699444,neat and cosy in kenridge,79607846,viva,ward 70,-33.86402,18.6361,entire home/apt,400.0,2.0,0,1,299
18176,46700524,bright lights on the foreshore - waterfront views,218745884,jayson,ward 115,-33.91897,18.42443,entire home/apt,800.0,2.0,3,18,59
18177,46700719,bungalow,32057839,penny,ward 61,-34.14035,18.32214,entire home/apt,1500.0,3.0,0,6,91
18178,46701060,"eagles rest - refreshing for body, soul & spirit",377118801,solomon,ward 112,-33.82742,18.66798,private room,1500.0,7.0,0,1,0
18179,46701597,trendy beach apartment in a perfect location,377452456,joyce,ward 64,-34.12354,18.45266,entire home/apt,673.0,3.0,2,1,90
18180,46701840,stunning views from this cosy 1 bedroom apartment,262397869,jane,ward 61,-34.18518,18.42477,entire home/apt,595.0,2.0,1,1,317
18181,46702310,private room with mountain and sea views!,377462446,matthew,ward 69,-34.10388,18.39295,private room,580.0,1.0,1,1,238
18182,46702743,"trendy, spacious studio apartment in woodstock",209483513,claire,ward 115,-33.92807,18.44735,entire home/apt,500.0,1.0,2,1,0
18183,46705711,designer sea point rowhouse,156320650,heidi,ward 54,-33.92107,18.39258,entire home/apt,3000.0,2.0,4,1,337
18184,46715130,look no further,325777060,okhale,ward 107,-33.79998,18.49062,entire home/apt,2500.0,3.0,0,1,364
18185,46715780,beachfront apartment + pool + secure garage,360400887,roxy,ward 23,-33.8116,18.47127,entire home/apt,600.0,2.0,8,1,168
18186,46716016,tranquil . tasteful . spectacular views c6,129232054,renate,ward 69,-34.10729,18.39179,entire home/apt,680.0,3.0,2,2,24
18187,46717402,exquisite 4 bedroom family villa + mountain views,12729704,christa,ward 62,-33.98871,18.44829,entire home/apt,15000.0,10.0,0,14,1
18188,46718010,crystal towers luxury apartment with sea views,377587785,stanley,ward 55,-33.89329,18.50584,entire home/apt,3500.0,3.0,1,1,87
18189,46718153,crossfire@home - 105 the vynide,88647379,crossfire properties,ward 109,-34.09304,18.81471,private room,2201.0,1.0,0,14,364
18190,46718354,home away from home,147671816,edmond,ward 1,-33.87016,18.56379,entire home/apt,2000.0,4.0,1,1,0
18191,46718420,gorgeous space in prime location with ocean views,63250756,john,ward 115,-33.91017,18.39929,entire home/apt,2500.0,2.0,1,1,363
18192,46718426,entertainers dream in tokai,142560241,lance,ward 71,-34.06419,18.43418,entire home/apt,5000.0,3.0,1,2,100
18193,46718514,classic room,376112883,hawksmoor,ward 105,-33.81157,18.78629,private room,2500.0,1.0,0,3,365
18194,46718541,luxury room,376112883,hawksmoor,ward 105,-33.81234,18.78512,private room,2650.0,1.0,0,3,365
18195,46718589,2 bedroom villa at hawksmoor house,376112883,hawksmoor,ward 105,-33.81034,18.78545,private room,1651.0,1.0,0,3,353
18196,46718598,studio apartment in the heart of green point.,89805509,juan-claude,ward 115,-33.90912,18.40251,entire home/apt,680.0,2.0,4,1,56
18197,46719403,the air up there hout bay,6269301,lisa,ward 74,-34.03274,18.36187,entire home/apt,4000.0,10.0,0,26,83
18198,46720802,"central, secure, spacious gorgeous views apartment",105072792,adri,ward 70,-33.87046,18.60326,entire home/apt,950.0,7.0,0,1,0
18199,46720804,gull's family beach house bloubergstrand,59072,dirk,ward 23,-33.80362,18.46877,entire home/apt,2781.0,2.0,2,6,0
18200,46721022,beautifully furnished modern apartment city centre,29426065,josh,ward 115,-33.92584,18.41678,entire home/apt,575.0,1.0,19,112,360
18201,46721361,large apartment with large balcony and sea views.,48739881,graham,ward 115,-33.90852,18.39654,private room,2300.0,6.0,0,1,299
18202,46721443,cape haven - airbnb superhost,32396844,elred,ward 71,-34.07095,18.45503,entire home/apt,872.0,4.0,0,2,5
18203,46721515,“a piece of heaven”,166719624,glenn,ward 69,-34.09949,18.38267,entire home/apt,32914.0,28.0,0,1,365
18204,46721823,melkbos holiday house with pool and braai,61768961,burger,ward 23,-33.72487,18.44797,entire home/apt,1521.0,2.0,5,32,0
18205,46723043,green point with parking - fantastic location,227491878,roxanne danya,ward 115,-33.90706,18.40172,entire home/apt,860.0,2.0,1,4,54
18206,46723455,stunning views+ patio + pool & parking!,281646889,scotty,ward 77,-33.93715,18.43395,entire home/apt,855.0,2.0,4,9,0
18207,46723620,lovely 2 bedroom cottage,3704219,jenna,ward 59,-33.98356,18.45673,entire home/apt,900.0,4.0,0,3,0
18208,46724441,"designer home with pool deck & sea views, fresnaye",26021074,sue,ward 54,-33.92264,18.38823,entire home/apt,2950.0,3.0,1,1,270
18209,46724527,"amazing view of table mountain,10 min walk to town",292117652,mpho,ward 77,-33.92918,18.43444,entire home/apt,505.0,7.0,0,1,20
18210,46724969,luxurious fresnaye home,257734440,helle,ward 54,-33.9226,18.38637,entire home/apt,2849.0,2.0,0,61,0
18211,46728766,8 on harfield (unit 9),135816291,matthew,ward 59,-33.98726,18.46653,entire home/apt,866.0,2.0,3,3,251
18212,46729242,waterfront marina - luxury one bed on the water,11200200,lenerd,ward 115,-33.91133,18.41644,entire home/apt,1837.0,2.0,2,1,0
18213,46736537,cosy self catering accomodation available 1 jan 21,323525051,ielhaam,ward 63,-34.00721,18.51583,entire home/apt,550.0,3.0,0,1,0
18214,46737175,bright and airy house near wine farms and beach,253228224,shizelle,ward 72,-34.05066,18.46997,entire home/apt,900.0,2.0,0,2,329
18215,46737179,"bright, easily accessible to wine farms and beach",253228224,shizelle,ward 72,-34.04915,18.47148,entire home/apt,800.0,1.0,1,2,329
18216,46737271,"strand beach front, breakfast included",377723500,micaela,ward 83,-34.11615,18.82477,private room,750.0,1.0,0,1,178
18217,46739943,"mountain view in the heart of claremont upper,",57584747,richard,ward 59,-33.98286,18.45468,entire home/apt,2000.0,10.0,0,1,38
18218,46740917,ocean view studio - includes breakfast daily,377742607,sami-jo,ward 54,-33.94684,18.38078,entire home/apt,923.0,1.0,5,6,158
18219,46741183,elanza - extraordinary holidaymaker's dream,19406541,bibiana,ward 54,-33.96298,18.38305,entire home/apt,32000.0,3.0,0,2,88
18220,46742152,forest view pod - includes free breakfast,377742607,sami-jo,ward 54,-33.9465,18.3794,entire home/apt,949.0,1.0,6,6,173
18221,46742610,romantic loft apartment with breathtaking views,4592974,stephan,ward 61,-34.19682,18.37693,entire home/apt,1271.0,2.0,14,1,170
18222,46742953,historic bo kaap townhouse with rooftop deck,377754896,clayton,ward 115,-33.92388,18.41485,entire home/apt,957.0,2.0,3,1,306
18223,46743132,garden view pod - includes free breakfast,377742607,sami-jo,ward 54,-33.94684,18.38078,entire home/apt,777.0,1.0,3,6,178
18224,46743775,ravine views pod - includes free breakfast,377742607,sami-jo,ward 54,-33.94684,18.38078,entire home/apt,777.0,1.0,3,6,178
